recursion limits,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,
array of size 4511000,1.5052633,1.3592564,1.3409686,1.3418051,1.5503412,1.4221585,1.4098428,1.485367,1.4438816,1.3575982,1.4707005,1.3600624,1.3163409,1.3043217,1.3024449,1.3613294,1.4493751,1.7214891,1.5899746,1.5714839,2.0136116,1.510933,1.384287,1.7534216,1.4230184,1.8717667,1.3977436,1.5427807,1.7496314,1.344864,1.4393086,1.4868082,1.4171286,1.4342473,1.4334893,2.2858622,1.3422932,1.6302137,1.5626453,1.3408143,1.3500012,1.3576232,1.3673693,1.370902,1.4021719,1.3980723,1.4450651,1.4254304,1.388878,1.366986,1.3809194,1.3889783,1.3758088,1.3832335,1.3904862,1.423699,1.3877398,1.8147141,1.434148,1.4049728,1.5317404,2.1040082,2.3534859,1.5219769,1.6388645,1.6553977,1.6878407,1.4828026,1.6228636,1.6055649,1.6204847,1.473015,1.4737088,1.4810011,1.6877103,1.6249393,1.5934942,1.5390831,1.7216164,2.0079452,1.6996515,1.9207004,1.5914688,1.6869009,1.9508822,1.7313189,1.6422929,1.8285855,1.7523696,1.914127,1.8982525,1.7015568,1.9909846,1.6562808,1.6984177,1.7708291,1.6431126,1.563184,1.6962923,1.7227769,1.82937,1.7693366,1.9249309,1.7148437,1.7729963,1.7425019,1.771114,1.8281682,1.6100985,1.7000609,1.6456611,1.7301511,1.7906713,1.7404229,1.705358,1.8301807,1.7700891,2.6049128,2.142135,2.0244998,2.577638,1.701717,1.6922151,1.6700283,1.6127692,1.6326428,1.7677661,1.6604341,1.7694075,1.6938331,1.9561673,1.9606203,2.438692,1.9533738,2.0518027,1.6913973,1.7847333,1.8914798,1.8773515,2.0105798,1.8843012,2.009808,1.7795611,1.8310349,1.9449611,1.7032044,1.7027333,1.7291117,2.1595538,
array of size 5010000,2.0558858,1.9744875,1.6243155,1.5493487,1.6486913,1.5642449,1.9020353,1.5676378,1.6484477,1.5245155,1.6216185,1.6363861,1.5922478,1.7047315,1.7568717,1.7028506,1.6393501,1.6438388,2.0093723,1.7135834,1.8189418,2.9119796,1.9520442,2.0787812,1.6590208,1.5996471,1.6594382,1.6786573,1.7857088,1.7247804,1.7490049,1.6000296,1.5259513,1.4922891,1.4977034,1.5130606,1.5290069,1.5133542,1.5753278,1.5181252,1.5570248,1.5427242,1.5321599,1.7818514,1.9945866,1.6309111,1.5494254,1.5861385,1.5503916,1.5482401,1.6479497,1.6982201,1.7019532,1.8526504,1.8352105,1.6311692,1.6417513,2.3184923,1.8180945,1.7228587,1.9875072,1.7756682,1.6264204,1.648009,2.1759027,2.081592,2.0608814,2.1658617,1.8996976,1.8802693,2.0577599,1.8558821,1.7348482,1.8314403,1.8707502,1.7938806,1.6639162,1.7487565,1.8405572,2.1517843,1.9790883,1.8357386,1.8636552,1.8028047,1.7479117,1.7083793,1.7395073,1.7705047,1.7632199,1.7434946,1.8375977,1.8127825,1.8907407,1.7496277,1.9436757,1.8747593,2.0243671,1.821447,1.8036575,1.8807185,1.9772116,1.7964475,1.7381195,1.7640687,2.0603427,2.1060224,1.7874566,1.7521533,1.7508964,1.7503744,1.8671057,1.8060246,1.8376677,1.78155,1.8515075,1.8159107,1.8041131,2.6997774,2.4941486,2.1201683,2.0256607,1.8652922,1.8100892,1.8465989,1.8097657,1.8252328,2.2378682,2.0743271,1.9764808,1.8334207,2.2637488,2.0162447,1.9222061,1.8929587,2.2119998,2.0872357,2.1779358,2.2834648,2.1472245,1.9396944,2.2419392,2.2806057,1.9752227,2.2731573,2.084147,2.2713388,2.0091317,2.1006546,2.0782215,
array of size 5509000,1.8605068,1.7815449,1.7892778,1.8086887,1.6864201,1.6565869,1.9451183,1.8297101,1.6637907,2.1422425,3.0956118,1.8832311,1.9190771,1.7639298,1.7603974,1.8067288,1.9362718,1.832344,2.0707615,1.6887498,1.7866824,1.7463054,1.7587294,1.8095883,1.783125,2.082774,1.8129695,1.7076011,1.7642703,1.9348548,1.8694004,1.8386379,2.1486433,2.4080104,2.1369818,1.9258763,2.0352094,2.0657259,2.4381268,1.715624,1.7084525,1.9688909,1.7534152,1.7171393,1.7132727,1.7575368,1.7275867,1.736817,1.7222844,1.9552413,1.9168697,1.8748276,2.0863342,2.478913,2.0355121,1.8003154,2.1029556,1.9458707,1.9297412,1.9340824,1.9564112,2.1987882,1.9381976,2.1454103,2.0072716,1.9317177,1.8733767,1.8421274,2.1240739,2.0859522,2.4457196,2.1629783,1.8704915,2.0371238,2.1721083,2.3703371,2.1507807,2.0311743,2.9748585,2.3883032,2.978887,2.1714855,2.4418255,2.1326016,2.2574751,2.2111693,1.9755145,1.9623705,2.2814666,2.0253516,2.1765529,2.1664524,2.0945483,1.9511349,2.3246817,2.0371639,2.0501607,2.0018729,1.9453097,2.1750174,2.7911239,2.4529198,2.4155652,2.6018433,2.7248369,2.7478573,2.5425158,2.3188478,2.8824024,2.6161604,2.4665915,2.0321948,2.2044629,2.0425446,2.1976769,2.0305928,2.203826,2.1822636,2.9045474,2.4752307,3.0845837,2.6682373,2.9069218,2.4388224,2.296868,2.5604107,2.1280561,2.0882778,2.309013,2.2269477,3.117799,2.5534221,2.2219733,2.7459049,2.3627884,2.5001397,2.9375929,2.9097444,3.1011535,2.7890601,3.2015222,2.3967181,2.3640799,2.7108777,2.1505053,2.3113379,2.3216137,2.3261694,2.8849289,
array of size 6008000,2.006707,1.9706134,2.1126898,2.132087,1.8557722,1.8411096,1.9006556,1.9924544,1.8840367,1.824875,1.8618467,1.8242518,1.8209504,1.8577029,1.8362007,1.8221888,1.8689769,1.8988044,1.8502162,1.8782187,2.0818777,2.0634048,1.9025466,1.8490153,1.8385116,1.8415843,1.8630656,1.8711045,1.8596776,1.8818297,1.8609292,1.8669324,1.8913514,1.8709417,1.875843,1.8806566,1.8788778,1.8687639,1.8922974,1.9105183,1.8749258,2.0320187,1.9405886,1.8872691,1.8961201,2.0042416,2.0416129,1.9063391,1.9644409,1.9493862,1.9104388,1.9155817,1.9709469,1.9429483,1.9484122,1.9270594,1.9665695,1.9721048,1.9412805,2.0123844,1.9511347,1.9591397,1.9527643,1.9863965,1.9896197,1.9678707,2.0263223,1.9773351,1.9731557,1.9862193,1.9878479,2.0035939,1.9916296,2.0109554,2.0087232,2.024959,2.0710279,2.0795032,2.0433598,2.0299952,2.0382148,2.0452734,2.0569795,2.0842858,2.0574238,2.0577829,2.1051715,2.0805208,2.083866,2.0795473,2.0754655,2.0739986,2.0716433,2.1071546,2.0792761,2.0998403,2.1336446,2.096965,2.1008146,2.1148237,2.114228,2.1082253,2.1284049,2.184503,2.1271905,2.3598595,2.2576284,2.1664151,2.6526696,2.2467644,2.1922388,2.1821464,2.2090188,2.2380544,2.202639,2.2088966,2.2598484,2.206668,2.207569,2.2147711,2.2471577,2.222599,2.2452473,2.2612716,2.2878684,2.258079,2.3345512,2.2448722,2.264622,2.2720069,2.2825082,2.3329043,2.2760953,2.3121453,2.2822398,2.3117381,2.2891912,2.2946158,2.2992196,2.2971697,2.3359805,2.3518734,2.3166115,2.3684752,2.3220986,2.34823,2.3807257,2.3517774,2.3351165,
array of size 6507000,2.1139789,2.0632055,2.0916036,2.0792614,2.3273909,2.0550524,2.0995999,2.3296966,2.0318199,2.0148577,2.1679497,2.0187872,2.0353819,2.0211292,2.0182464,2.0759717,2.028986,2.021453,2.063406,2.0195502,2.0179617,2.0602983,2.041728,2.1010387,2.0317022,2.022639,2.0805251,2.0407468,2.0470124,2.0913286,2.0568114,2.0520351,2.0564162,2.0624459,2.1792532,2.0645324,2.0672673,2.098662,2.0555957,2.0828003,2.0824873,2.0804055,2.1352692,2.0983952,2.1051133,2.1305851,2.1028478,2.1027865,2.1321288,2.1152451,2.1204519,2.1250383,2.12925,2.591016,2.1371469,2.1404581,2.197748,2.1441539,2.1495814,2.228948,2.1586257,2.2354544,2.2111198,2.168489,2.1702797,3.1329839,3.1691689,2.3110694,2.2062259,2.2517185,2.2701991,2.2127108,2.2085188,2.2330726,2.2323067,2.2211383,2.2233444,2.2313093,2.2921483,2.2434772,2.2315485,2.2869805,2.2539349,2.260967,2.3050986,2.287365,2.5367807,3.0608176,2.5052088,3.4209265,2.3255382,2.3278532,2.3324213,2.3085863,2.3469475,2.3322669,2.3417608,2.3149709,2.3405135,2.3488468,2.3539966,2.3563027,2.3391047,2.3561528,2.3590538,2.3898739,2.3529397,2.3850804,2.3824412,2.3807687,2.3965913,2.444263,2.3827028,2.4104867,2.4046927,2.4145653,2.4085491,2.4195327,2.4397408,2.4337209,2.445984,2.4469701,2.4719638,2.4432842,2.4666471,2.5206767,2.4652603,2.4901373,2.9405613,2.5156845,2.4757614,2.4896268,2.5373808,2.497646,2.5886255,2.5556934,2.516002,2.525574,2.606078,2.5281979,2.5279993,2.6148067,2.5529748,2.5605276,2.6118765,2.5367467,2.5760049,2.5912103,2.5739148,
array of size 7006000,2.2653416,2.2394774,2.4213683,2.2226705,2.2953389,2.1985589,2.1923652,2.2879341,2.1953549,2.2237219,2.1858415,2.2369337,2.1863494,2.2305522,2.1947071,2.1927723,2.1906639,2.1854066,2.2157403,2.6492865,2.1939486,2.201497,2.213489,2.2233176,2.2041369,2.1964458,2.1946739,2.1986106,2.2199379,2.2109096,2.2318411,2.4008659,2.3492239,2.4168185,2.2497358,2.2461746,2.2567493,2.2824715,2.2597124,2.2393292,2.2876808,2.2513212,2.3202997,2.2636731,2.2713085,2.3203925,2.2826123,2.303139,2.2775043,2.2854614,2.3306797,2.3007316,2.2883678,2.3622314,2.3040047,2.3178275,2.3404681,2.3553889,2.5988355,2.3502702,2.3303598,2.6652239,2.4574549,2.4145891,2.3587051,2.3823529,2.4060009,2.3772334,2.4238893,2.3927532,2.3677624,2.4079056,2.3861376,2.467463,2.3926116,2.4171972,2.4139107,2.4323918,2.4352918,2.432382,2.5000096,2.5129837,2.4978166,2.4948886,2.4434816,2.540619,2.4633748,2.5595032,2.4846769,2.4916538,2.5291166,2.4768828,2.4838594,2.5073025,2.49003,2.5748351,2.5019232,2.5136507,2.5279489,2.5107306,2.5635274,2.52496,2.5884603,2.5537072,2.5526838,2.6452582,2.5642287,2.6128917,2.5851947,2.5806352,2.585499,2.5755899,2.6303973,2.5859076,2.6108959,2.6201725,2.603742,2.6634588,2.6175349,2.6178573,2.6271217,2.6477825,2.6755822,2.6612682,2.6339208,2.7376675,3.0881817,2.8175962,3.0942395,2.778692,2.7378357,2.705942,2.8222116,2.6988165,2.7411514,2.7438029,2.7182516,2.7841491,2.7414118,2.7374808,2.7646759,2.7298429,2.8062549,2.7256634,2.7678815,2.7599758,2.7961513,2.8144196,2.8619076,
array of size 7505000,2.4690054,2.4272726,2.4333836,2.4170089,2.4399274,2.398254,2.4282768,2.3799729,2.4230514,2.3606413,2.415673,2.3705106,2.3983738,2.3629478,2.3824526,2.4873994,2.4152381,2.3671992,2.4121036,2.3861114,2.4471391,2.715597,2.8397186,2.3892772,2.6532101,2.4254938,2.3958336,2.4328509,2.4136215,3.2635115,2.4380137,2.4149901,2.4166108,2.4234884,2.4281575,2.41255,2.4690131,2.4190349,2.4971713,2.4322581,2.4434859,2.4689913,3.0047949,3.7564392,2.8838736,2.7441016,2.4634006,2.5727995,2.471669,2.4718746,2.4948261,2.5082428,2.5388521,2.4966472,2.5426075,2.5049039,2.578815,2.5020178,2.5974387,2.5265123,2.556182,2.5351822,2.5336254,2.5510969,2.5744233,2.5549649,2.5603218,2.9714637,2.5711148,2.5779142,2.5961386,2.5898202,2.6043792,2.6030976,2.6004362,2.6127428,2.6084721,2.9818853,2.7751119,2.9280838,2.6257625,2.6347638,2.6545277,2.631795,2.6815887,2.657411,2.7447417,2.6650915,2.7444538,2.7078194,2.6905897,2.7495763,2.7015557,2.7099377,2.7070444,2.7160505,2.7683404,2.7270271,2.7642313,2.7362404,2.8050846,2.737239,2.7431347,2.7516516,2.7486093,2.7913512,2.7644185,2.8378857,2.7812136,3.0484666,3.0081206,3.1177569,2.7836917,2.7851904,3.1237002,3.0577385,2.8499508,2.8130409,2.8677242,2.8234682,2.8233864,3.2685431,2.8354807,2.8487664,2.8319535,2.8823831,2.845617,2.9304276,3.0839745,3.0980707,2.8722206,2.8853295,3.0001828,2.9037914,2.9496125,2.8943875,3.0220427,2.9107321,2.918522,2.9316177,2.9380608,2.9477252,2.949251,2.9466573,2.9504977,2.9729233,2.9604307,3.0329836,2.9847624,
array of size 8004000,2.677194,3.4007149,2.8561338,2.5837825,2.6311893,2.54837,2.5670474,2.6166315,2.5083861,2.541966,2.605203,2.5159478,2.5287315,2.5859967,2.5147149,2.5607591,2.580373,2.5311621,2.5609968,2.5211326,2.5978137,2.5879705,2.521352,2.5631336,2.5632956,2.5677597,2.604983,2.5453865,2.6145777,2.5674953,2.6031222,2.582842,2.5757567,2.560917,2.5767971,2.5810545,2.5824018,2.5763038,2.5857898,2.5934922,2.6146282,2.6057164,2.6703925,2.6225118,2.6088916,2.6187533,2.6426872,2.6292646,2.647519,2.6421178,2.7027303,2.6665307,2.7543756,2.6470803,2.6699474,2.6959441,2.6719663,2.7212617,2.779166,2.7750165,2.7007048,2.760763,2.7410102,2.7793667,2.8579089,2.7607012,2.7212208,2.7652966,2.7372971,2.7227887,2.8287479,2.7697819,2.80253,2.7802651,2.802866,2.7848959,2.7900718,2.7794621,2.7899798,2.7838182,2.8255216,2.8176284,2.8035079,2.8200105,2.8261365,3.7763058,3.3773528,3.2939822,2.8922464,2.9486325,2.9023319,2.8989876,2.9058223,2.886304,2.9179066,2.899591,2.9457617,2.9036372,2.9063621,2.9077889,2.9335905,2.9404002,2.9570528,2.9980022,3.0009331,3.0178292,2.9527388,3.0243511,2.9618965,3.0093539,2.9814722,3.0386104,2.990784,3.0209322,3.0124768,3.0215148,3.0745161,3.0077873,3.0804051,3.0480888,3.0551721,3.0544395,3.0941681,3.1213527,3.0985825,3.0427185,3.09922,3.0851712,3.1013509,3.0904542,3.1615523,3.1009579,3.1665292,3.1157282,3.1112428,3.1314997,3.129246,3.1522604,3.1530371,3.1917825,3.1810783,3.2440217,3.2347786,3.1869487,3.1828197,3.190306,3.2442122,3.1981773,3.2420173,
array of size 8503000,2.9225861,2.7693249,2.7949619,2.7435482,2.7304441,2.784769,2.7314517,2.6933355,2.7572993,2.7045558,2.7938259,2.7703635,2.728478,2.7554124,2.7146329,2.7530097,2.6928511,2.7264508,2.7178888,2.7263361,2.805612,2.7210071,2.7570092,2.7070963,2.7332452,2.7144477,2.7513499,2.8240553,2.7243809,2.8157287,2.7564622,2.7819656,3.0860577,2.7825622,2.7976179,2.912207,2.7740511,2.7989116,2.8509246,2.782729,2.8197126,2.8601803,2.7984928,2.8478133,2.8666803,2.7983709,2.8365577,2.9139925,2.8665968,2.8601341,2.9166987,2.8422645,2.9272454,2.9284192,2.8431112,2.9022598,2.9414172,2.8513134,2.8993748,2.9650248,2.9153989,2.9147624,2.9790565,2.9081525,2.928268,2.9775011,2.9125948,2.951289,3.0039287,2.949403,2.9625852,3.0780528,2.9536466,2.9764973,3.0624833,2.9651196,2.9905292,3.0586734,2.9995687,3.0253244,3.069161,3.0412863,3.0818579,3.0908608,3.0236435,3.0545008,3.1128591,3.0318311,3.0940157,3.1227969,3.1330128,3.1065742,3.1334103,3.0946003,3.11061,3.169341,3.0983508,3.1492393,3.2216526,3.1118137,3.1525237,3.1934389,3.1338412,3.1577269,3.2228023,3.1483092,4.6697343,3.8970625,3.2399518,3.2489335,3.3188178,3.2440114,3.2664056,3.3542891,3.2651701,3.303315,3.3603322,3.3030725,3.4168969,4.1417089,3.7860132,5.3219596,4.3110839,4.5341026,4.5531765,4.4045041,4.1752735,3.4713615,3.4888974,3.6098225,3.9670349,5.1785799,10.2063125,4.7067127,4.6354716,7.1217179,6.5607493,5.2262855,5.0529579,5.6879367,3.8101667,4.7353409,5.9736547,5.758171,4.1290436,3.7365552,3.5329936,3.5942043,3.5004068,
array of size 9002000,3.0333553,3.0063403,3.0338245,3.0500369,2.9882662,2.9881295,3.0118769,2.9531332,2.945576,2.9608944,3.0255513,2.9334405,2.9395474,2.9684169,3.0030578,2.9319962,3.0355837,2.9932238,2.9351369,2.9750187,2.97745,3.0417107,2.9451341,3.0013925,3.4345409,3.0306549,3.0048509,3.0184421,3.0538203,2.9734586,3.0364975,3.0578031,2.9890351,3.0166767,3.1236964,4.0587172,4.4838922,4.5607755,3.7784887,3.1457008,3.6731124,5.1056666,3.6967071,4.0157787,3.6163361,4.6744878,3.6730338,3.4578576,3.402767,3.7734645,3.3990213,3.4790795,3.5365924,3.3983081,3.4221933,3.4690522,3.4403515,3.3790047,3.434131,3.4489741,3.396625,3.4370662,3.4417954,3.4084595,3.4925615,3.4921784,3.5081331,3.4245618,3.4960219,3.5084511,3.4358742,3.4725167,3.4964188,3.5038382,3.4542073,3.5343725,3.5489024,3.5075973,3.5600494,3.5772816,3.6577153,3.5284959,3.6877847,3.6428643,3.5769308,3.5855265,3.6219564,3.6576913,3.6128319,3.6151107,3.67841,3.6314489,3.7065843,3.8427884,3.7431482,3.6475945,3.6989822,3.7441887,3.7873756,3.6445876,3.720146,3.7170638,3.677948,3.7265018,3.8408826,3.7010176,3.7473865,3.7386758,3.8094144,4.5348813,3.7785747,3.8593764,3.7852027,3.8268585,3.8054291,3.8478609,3.7544312,3.8118057,4.2028733,4.164741,3.8650664,3.8472877,3.8394342,3.853706,3.9311542,3.834392,3.8777498,3.8931579,5.2577794,4.6612063,5.1737324,4.0138055,4.0486884,3.9058396,3.9542728,3.9985332,3.9399935,3.9313137,4.1087944,4.3010559,3.9718704,4.0687013,4.0411689,3.9416264,4.0294128,4.0553552,4.0283205,4.491588,4.0619128,
array of size 9501000,3.892391,3.513374,3.4934314,3.4200775,3.4325416,3.4117027,3.534887,3.4244266,3.381634,3.4326575,3.4062735,3.3544161,3.3861192,3.4182112,3.4222827,3.370888,3.3700955,3.4439944,3.4441662,3.3846259,3.3787013,3.4016526,3.4555192,3.4741613,3.4017757,3.4272076,3.4682533,3.3797789,3.4058518,3.4632008,3.5005515,3.4115078,3.4261841,3.4639628,3.5127216,3.5418318,3.4647532,3.4635529,3.5034344,3.5960589,3.5475307,3.4648216,3.5159166,3.4843432,3.5378109,3.5812832,3.556012,3.4836695,3.5510182,3.5326051,3.5571195,3.580777,3.6162538,3.9812689,3.5795432,3.8371315,3.6814335,3.6412516,3.8992001,3.5671363,3.6125524,3.6639651,3.6491681,3.6702459,3.6992218,3.6228669,3.6443633,3.6825335,3.6960541,3.7381631,3.7459322,3.7526237,3.6809424,3.7124233,3.7475867,3.7503187,3.7809059,3.6871365,3.7190894,3.7681357,3.7797756,3.7835092,3.8279044,3.7471585,3.7935025,3.7878984,3.8767039,3.8402455,3.8813315,3.7679801,3.8133505,3.8376331,3.8605331,3.9012563,3.9165933,3.8297405,3.8364285,3.8946403,3.9193283,3.9763594,3.95511,3.9897205,3.8789272,3.938587,3.9569643,3.9676185,3.9968274,3.9455349,3.9886262,3.9745436,4.0043144,4.1537861,4.0381986,4.053134,4.0305153,4.11057,4.0194641,4.0636575,4.0994904,3.9871673,4.0410517,4.0892316,4.0834015,4.1201486,4.1423555,4.0362506,4.3510632,4.2223734,4.434682,5.0556552,4.2412903,4.2110341,4.2651115,4.1766425,4.2146313,4.2163783,4.2304049,4.1844649,4.1855747,4.2164429,5.0010616,4.1871741,4.2265348,4.0694817,4.0966056,4.1135045,4.1471269,4.1832032,4.1959265,
array of size 10000000,3.542978,3.5256185,3.5479767,3.5331777,3.4641401,3.4700073,3.4721352,3.53223,3.4323683,3.4529319,3.4786352,3.4788364,3.4708134,3.5259395,3.5188085,3.4466364,3.4037029,3.4772987,3.5297343,3.516756,3.8429392,3.5269987,3.4966564,3.9159432,3.608968,3.5932048,3.476694,3.4970687,3.4652585,3.5422137,3.4931308,3.5266351,3.5516212,3.5153769,3.5566725,3.5696105,3.5337561,3.559549,3.5932333,3.6278738,3.713401,3.5498108,3.5741667,3.5804388,3.5727489,5.8789065,4.4174362,3.7344864,3.7626694,3.7886738,3.7873699,3.8251656,3.7553529,3.8582108,3.8072282,4.1455968,3.8588395,3.9019904,3.8034165,3.8520982,3.8614925,3.8718412,3.8250073,3.8715951,3.8489566,3.8939003,3.9011788,4.0220994,3.8809755,3.8941081,4.0567164,4.0300008,3.9961746,3.950104,3.9325664,3.9169022,4.0256124,3.9466086,4.0655311,4.0293476,4.0459791,3.932776,3.9827238,4.0144064,4.4279891,4.0005894,4.0329733,4.102591,3.9650962,4.0538617,4.0885171,4.1440077,4.1932813,4.1870764,4.2307152,4.2550508,4.1902596,5.0058586,4.3287055,4.237138,4.2567456,4.2868941,4.1828244,4.6993464,4.8757811,4.3205319,4.1993035,4.225423,4.2336704,4.182176,4.1926549,4.2355279,4.273996,4.207499,4.2321007,4.2432867,4.3401864,4.3578565,4.2272812,4.2986387,4.6111716,4.4142763,5.7609162,4.8285851,4.5101389,5.6788949,5.7986286,4.4130771,4.4120608,4.4184781,4.4060111,4.4225603,4.4611595,4.4875338,4.377456,4.4431257,4.4850595,4.5767375,4.5311585,4.463678,4.4682848,4.4856869,4.5117988,4.5044734,4.526655,4.5447788,4.5626717,4.6239624,4.575812,

\
